KODE_KAB,KABUPATEN,JENJANG_PENDIDIKAN,PCT_BERAT
5203,"Kab. Lombok Timur, Nusa Tenggara Barat",Jenjang Pendidikan SMP,11.7193
5204,"Kab. Sumbawa, Nusa Tenggara Barat",Jenjang Pendidikan SMP,16.2667
5205,"Kab. Dompu, Nusa Tenggara Barat",Jenjang Pendidikan SMP,22.6378
5206,"Kab. Bima, Nusa Tenggara Barat",Jenjang Pendidikan SMP,15.251
5207,"Kab. Sumbawa Barat, Nusa Tenggara Barat",Jenjang Pendidikan SMP,3.3195
5208,"Kab. Lombok Utara, Nusa Tenggara Barat",Jenjang Pendidikan SMP,2.1053
5271,"Kota Mataram, Nusa Tenggara Barat",Jenjang Pendidikan SMP,1.2442
5272,"Kota Bima, Nusa Tenggara Barat",Jenjang Pendidikan SMP,17.6955
5301,"Kab. Sumba Barat, Nusa Tenggara Timur",Jenjang Pendidikan SMP,19.469
5302,"Kab. Sumba Timur, Nusa Tenggara Timur",Jenjang Pendidikan SMP,5.6673
5303,"Kab. Kupang, Nusa Tenggara Timur",Jenjang Pendidikan SMP,15.7614
5304,"Kab. Timor Tengah Selatan, Nusa Tenggara Timur",Jenjang Pendidikan SMP,16.6192
5305,"Kab. Timor Tengah Utara, Nusa Tenggara Timur",Jenjang Pendidikan SMP,25.0366
5306,"Kab. Belu, Nusa Tenggara Timur",Jenjang Pendidikan SMP,9.188
5307,"Kab. Alor, Nusa Tenggara Timur",Jenjang Pendidikan SMP,13.0019
5308,"Kab. Lembata, Nusa Tenggara Timur",Jenjang Pendidikan SMP,21.8845
5309,"Kab. Flores Timur, Nusa Tenggara Timur",Jenjang Pendidikan SMP,16.2571
5310,"Kab. Sikka, Nusa Tenggara Timur",Jenjang Pendidikan SMP,16.2162
5311,"Kab. Ende, Nusa Tenggara Timur",Jenjang Pendidikan SMP,18.2946
5312,"Kab. Ngada, Nusa Tenggara Timur",Jenjang Pendidikan SMP,14.486
5313,"Kab. Manggarai, Nusa Tenggara Timur",Jenjang Pendidikan SMP,6.4516
5314,"Kab. Rote-Ndao, Nusa Tenggara Timur",Jenjang Pendidikan SMP,16.6667
5315,"Kab. Manggarai Barat, Nusa Tenggara Timur",Jenjang Pendidikan SMP,17.2775
5316,"Kab. Sumba Tengah, Nusa Tenggara Timur",Jenjang Pendidikan SMP,5.5319
5317,"Kab. Sumba Barat Daya, Nusa Tenggara Timur",Jenjang Pendidikan SMP,26.6242
5318,"Kab. Nagakeo, Nusa Tenggara Timur",Jenjang Pendidikan SMP,9.5361
5319,"Kab. Manggarai Timur, Nusa Tenggara Timur",Jenjang Pendidikan SMP,11.9266
5320,"Kab. Sabu Raijua, Nusa Tenggara Timur",Jenjang Pendidikan SMP,1.4423
5321,"Kab. Malaka, Nusa Tenggara Timur",Jenjang Pendidikan SMP,17.8571
5371,"Kota Kupang, Nusa Tenggara Timur",Jenjang Pendidikan SMP,9.6726
6101,"Kab. Sambas, Kalimantan Barat",Jenjang Pendidikan SMP,5.7692
6102,"Kab. Bengkayang, Kalimantan Barat",Jenjang Pendidikan SMP,20.5556
6103,"Kab. Landak, Kalimantan Barat",Jenjang Pendidikan SMP,9.1877
6104,"Kab. Mempawah, Kalimantan Barat",Jenjang Pendidikan SMP,4.2169
6105,"Kab. Sanggau, Kalimantan Barat",Jenjang Pendidikan SMP,10.6959
6106,"Kab. Ketapang, Kalimantan Barat",Jenjang Pendidikan SMP,14.119
6107,"Kab. Sintang, Kalimantan Barat",Jenjang Pendidikan SMP,9.0909
