KODE_KAB,KABUPATEN,JENJANG_PENDIDIKAN,PCT_BERAT
3373,Kota Salatiga,Jenjang Pendidikan SD,0.8915
6472,Kota Samarinda,Jenjang Pendidikan SD,3.8411
1373,Kota Sawah Lunto,Jenjang Pendidikan SD,6.383
3673,Kota Serang,Jenjang Pendidikan SD,3.7667
1271,Kota Sibolga,Jenjang Pendidikan SD,0.1764
6172,Kota Singkawang,Jenjang Pendidikan SD,4.7893
1175,Kota Subulussalam,Jenjang Pendidikan SD,10.4712
1572,Kota Sungai Penuh,Jenjang Pendidikan SD,19.7697
3578,Kota Surabaya,Jenjang Pendidikan SD,4.2044
3372,Kota Surakarta,Jenjang Pendidikan SD,6.8336
3674,Kota Tangerang Selatan,Jenjang Pendidikan SD,3.8926
1272,Kota Tanjung Balai,Jenjang Pendidikan SD,10.6013
2172,Kota Tanjungpinang,Jenjang Pendidikan SD,7.9819
6571,Kota Tarakan,Jenjang Pendidikan SD,4.4944
1274,Kota Tebing Tinggi,Jenjang Pendidikan SD,3.6819
8271,Kota Ternate,Jenjang Pendidikan SD,7.1904
8272,Kota Tidore Kepulauan,Jenjang Pendidikan SD,7.4169
7173,Kota Tomohon,Jenjang Pendidikan SD,1.9651
8172,Kota Tual,Jenjang Pendidikan SD,6.5341
3471,Kota Yogyakarta,Jenjang Pendidikan SD,0.6849
6112,Kuburaya,Jenjang Pendidikan SD,18.993
1223,Labuhan Batu Utara,Jenjang Pendidikan SD,10.0909
