KODE_KAB,KABUPATEN,JENJANG_PENDIDIKAN,PCT_BERAT
7407,"Kab. Wakatobi, Sulawesi Tenggara",Jenjang Pendidikan SMA,4.3689
1671,"Kota Palembang, Sumatera Selatan",Jenjang Pendidikan SMA,4.3585
8105,"Kab. Kepulauan Aru, Maluku",Jenjang Pendidikan SMA,4.3478
1611,"Kab. Empat Lawang, Sumatera Selatan",Jenjang Pendidikan SMA,4.3478
7317,"Kab. Luwu, Sulawesi Selatan",Jenjang Pendidikan SMA,4.3243
3509,"Kab. Jember, Jawa Timur",Jenjang Pendidikan SMA,4.2553
1213,"Kab. Langkat, Sumatera Utara",Jenjang Pendidikan SMA,4.2517
3326,"Kab. Pekalongan, Jawa Tengah",Jenjang Pendidikan SMA,4.2403
1603,"Kab. Muara Enim, Sumatera Selatan",Jenjang Pendidikan SMA,4.2394
7207,"Kab. Buol, Sulawesi Tengah",Jenjang Pendidikan SMA,4.2017
7318,"Kab. Tana Toraja, Sulawesi Selatan",Jenjang Pendidikan SMA,4.2017
3316,"Kab. Blora, Jawa Tengah",Jenjang Pendidikan SMA,4.1935
7304,"Kab. Jeneponto, Sulawesi Selatan",Jenjang Pendidikan SMA,4.1841
1608,"Kab. Ogan Komering Ulu Selatan, Sumatera Selatan",Jenjang Pendidikan SMA,4.1825
5371,"Kota Kupang, Nusa Tenggara Timur",Jenjang Pendidikan SMA,4.1667
1218,"Kab. Serdang Bedagai, Sumatera Utara",Jenjang Pendidikan SMA,4.1056
1103,"Kab. Aceh Selatan, Aceh",Jenjang Pendidikan SMA,4.1009
1407,"Kab. Rokan Hulu, Riau",Jenjang Pendidikan SMA,4.0872
7174,"Kota Kotamobagu, Sulawesi Utara",Jenjang Pendidikan SMA,4.0541
3317,"Kab. Rembang, Jawa Tengah",Jenjang Pendidikan SMA,4.0161
9110,"Kab. Maybrat, Papua Barat",Jenjang Pendidikan SMA,4
3213,"Kab. Subang, Jawa Barat",Jenjang Pendidikan SMA,3.9557
9410,"Kab. Paniai, Papua",Jenjang Pendidikan SMA,3.9216
5320,"Kab. Sabu Raijua, Nusa Tenggara Timur",Jenjang Pendidikan SMA,3.9063
3318,"Kab. Pati, Jawa Tengah",Jenjang Pendidikan SMA,3.8991
1701,"Kab. Bengkulu Selatan, Bengkulu",Jenjang Pendidikan SMA,3.8961
7308,"Kab. Maros, Sulawesi Selatan",Jenjang Pendidikan SMA,3.8806
1802,"Kab. Tanggamus, Lampung",Jenjang Pendidikan SMA,3.8596
1305,"Kab. Tanah Datar, Sumatera Barat",Jenjang Pendidikan SMA,3.8348
1405,"Kab. Siak, Riau",Jenjang Pendidikan SMA,3.8278
7309,"Kab. Pangkajene Kepulauan, Sulawesi Selatan",Jenjang Pendidikan SMA,3.8062
8103,"Kab. Maluku Tengah, Maluku",Jenjang Pendidikan SMA,3.8028
1609,"Kab. Ogan Komering Ulu Timur, Sumatera Selatan",Jenjang Pendidikan SMA,3.7825
6203,"Kab. Kapuas, Kalimantan Tengah",Jenjang Pendidikan SMA,3.7736
3529,"Kab. Sumenep, Jawa Timur",Jenjang Pendidikan SMA,3.7594
1277,"Kota Padang Sidimpuan, Sumatera Utara",Jenjang Pendidikan SMA,3.7594
1673,"Kota Pagar Alam, Sumatera Selatan",Jenjang Pendidikan SMA,3.75
6104,"Kab. Mempawah, Kalimantan Barat",Jenjang Pendidikan SMA,3.7267
1805,"Kab. Lampung Tengah, Lampung",Jenjang Pendidikan SMA,3.7143
